FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
1173,2199,9939 2,CAMPOS DE MAIPU,,3,ARTURO PRAT,7307,3,7307 ARTURO PRAT,CERRILLOS,5331519,3,20000,2816,0,2,31,4,0,6,43,0,0,30,0,0,0,0,242,0,250,750,0,0,1,250,750,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9939 2,SANTIAGO,BASICA,339959.35465,6292105.93521,PROVINCIAL PONIENTE,CAMPOS DE MAIPU,BASICA,ED BASICA,Particulares Subvencionados
1174,2200,9947 3,LICEO INDUSTRIAL DON ORIONE,,,CAMINO A MELIPILLA,7735,1,7735 CAMINO A MELIPILLA,CERRILLOS,5575694,3,45000,60000,0,7,30,3,0,6,46,0,0,0,0,0,875,90,583,0,0,0,736,184,1,0,0,920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9947 3,SANTIAGO,MEDIA,340768.59598,6291278.65727,PROVINCIAL PONIENTE,LICEO INDUSTRIAL DON ORIONE,MEDIA,ED MEDIA,Particulares Subvencionados
1175,2201,9923 6,INDUSTRIAL CERRILLOS,,,LO ERRAZURIZ,775,1,775 LO ERRAZURIZ,CERRILLOS,5572732,3,62500,7000,0,8,34,20,0,5,67,0,0,0,0,0,0,0,207,28,0,0,915,229,1,0,0,1144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9923 6,SANTIAGO,MEDIA,340434.1347,6292264.31283,PROVINCIAL PONIENTE,INDUSTRIAL CERRILLOS,MEDIA,ED MEDIA,Particulares Subvencionados
1176,2202,9919 8,MATER DEI,,,LO ERRAZURIZ,186,1,186 LO ERRAZURIZ,CERRILLOS,5571552,3,42500,4000,0,5,33,3,0,5,46,0,101,20,0,0,350,80,392,34,45,666,157,0,1,45,666,157,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9919 8,SANTIAGO,MEDIA,340948.59559,6291957.49563,PROVINCIAL PONIENTE,MATER DEI,MEDIA,ED MEDIA,Particulares Subvencionados
1177,2203,9870 1,CONDORES DE PLATA,D,259,SALOMON SACK,925,1,925 SALOMON SACK,CERRILLOS,5573105,1,2000,7400,0,3,25,3,0,4,35,0,0,3,0,0,600,50,278,0,73,664,0,0,1,73,664,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9870 1,SANTIAGO,BASICA,340270.05,6292699.9,PROVINCIAL PONIENTE,CONDORES DE PLATA,BASICA,ED BASICA,Estatales
1178,2205,9875 2,LOS CERRILLOS,D,271,LOS CERRILLOS,570,1,570 LOS CERRILLOS,CERRILLOS,5571456,1,5000,0,0,2,39,6,0,3,50,0,0,8,0,0,0,0,450,0,100,1000,0,0,1,100,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9875 2,SANTIAGO,BASICA,341172.31719,6292693.3,PROVINCIAL PONIENTE,LOS CERRILLOS,BASICA,ED BASICA,Estatales
1179,2206,24521 6,SAN PEDRO,,1415,SAN ANDRES,4575,1,4575 SAN ANDRES,CERRILLOS,0,3,37000,1500,0,2,4,0,0,1,7,0,0,0,0,0,100,100,28,0,0,101,0,0,1,0,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24521 6,SANTIAGO,BASICA,342823.22082,6293781.76021,PROVINCIAL PONIENTE,SAN PEDRO,BASICA,ED BASICA,Particulares Subvencionados
1180,2207,11759 5,ESCUELA ESPECIAL AMERICA DEL SUR,,1255,SAN ANDRES,4575,1,4575 SAN ANDRES,CERRILLOS,5356495,3,40700,1000,3,2,4,1,0,2,9,0,0,3,0,1,90,100,0,0,0,105,0,0,1,0,70,0,0,35,0,1,0,1,0,0,0,0,0,0,0,0,0,11759 5,SANTIAGO,BASICA,342823.22082,6293781.76021,PROVINCIAL PONIENTE,ESCUELA ESPECIAL AMERICA DEL SUR,BASICA,ED BASICA,Particulares Subvencionados
1181,2208,9900 7,COLEGIO POLITECNICO Nº1,,,LO ERRAZURIZ,800,1,800 LO ERRAZURIZ,CERRILLOS,5573861,3,32650,10000,0,4,15,2,0,4,25,0,250,4,0,0,800,50,0,0,0,305,0,0,1,0,305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9900 7,SANTIAGO,BASICA,340323.78389,6292329.99268,PROVINCIAL PONIENTE,COLEGIO POLITECNICO Nº1,BASICA,ED BASICA,Particulares Subvencionados
1182,2209,10075 7,LICEO POLIVALENTE LOS HEROES DE LA CONCEPCION,A,85,MAPOCHO,7432,1,7432 MAPOCHO,CERRO NAVIA,6432115,1,8000,3500,0,10,56,7,0,8,81,0,18,0,0,0,1000,100,0,39,0,78,817,171,1,0,78,988,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10075 7,SANTIAGO,MEDIA,338180.36571,6300609.25158,PROVINCIAL PONIENTE,LICEO POLIVALENTE LOS HEROES DE LA CONCEPCION,MEDIA,ED MEDIA,Estatales
1183,2210,24804 5,ESCUELA ESPECIAL SARGENTO CANDELARIA,,,GRACIOSA,7630,1,7630 GRACIOSA,CERRO NAVIA,0,1,0,1700,0,2,8,0,0,2,12,0,9,2,2,0,70,100,0,0,0,140,0,0,1,0,0,0,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,24804 5,SANTIAGO,BASICA,337844.11507,6300982.61571,PROVINCIAL PONIENTE,ESCUELA ESPECIAL SARGENTO CANDELARIA,BASICA,ED BASICA,Estatales
1184,2211,10168 0,SAN VICENTE FERRER,,261,PROFE DARIO SALAZAR,1803,1,1803 PROFE DARIO SALAZAR,CERRO NAVIA,735464,3,5000,4500,0,3,24,0,0,6,33,0,77,4,3,10,790,0,0,0,150,690,0,0,1,150,690,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10168 0,SANTIAGO,BASICA,337800.7176,6301531.73109,PROVINCIAL PONIENTE,SAN VICENTE FERRER,BASICA,ED BASICA,Particulares Subvencionados
1185,2212,10190 7,CHILENO,,701,YERBAS BUENAS,1334,1,1334 YERBAS BUENAS,CERRO NAVIA,6432320,3,0,166,7,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10190 7,SANTIAGO,BASICA,339068.15658,6299626.5396,PROVINCIAL PONIENTE,CHILENO,BASICA,ED BASICA,Particulares Subvencionados
1186,2213,10122 2,SIN NOMBRE,F,387,COSTANERA SUR,8090,1,8090 COSTANERA SUR,CERRO NAVIA,6431795,2,1500,3200,0,3,29,0,0,4,36,0,0,1,0,0,0,0,0,0,88,650,0,0,1,88,650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10122 2,SANTIAGO,BASICA,336989.48632,6301512.33316,PROVINCIAL PONIENTE,SIN NOMBRE,BASICA,ED BASICA,Municipales
1187,2214,10105 2,FEDERICO ACEVEDO SALAZAR,D,416,DIAG RENY,1601,1,1601 DIAG RENY,CERRO NAVIA,6436050,1,0,0,0,3,28,0,0,4,35,0,10,0,0,0,0,0,0,0,104,808,0,0,1,104,808,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10105 2,SANTIAGO,BASICA,336861.76736,6300738.39106,PROVINCIAL PONIENTE,FEDERICO ACEVEDO SALAZAR,BASICA,ED BASICA,Estatales
1188,2215,10074 9,ALIANZA,,1193,LA CAPILLA,8514,1,8514 LA CAPILLA,CERRO NAVIA,6431687,2,500,3750,0,3,29,1,0,4,37,0,0,0,0,0,0,0,0,0,76,630,0,0,1,76,630,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10074 9,SANTIAGO,BASICA,336116.601,6301407.32729,PROVINCIAL PONIENTE,ALIANZA,BASICA,ED BASICA,Municipales
1189,2217,9873 6,PACTO ANDINO,D,261,LAS LILAS,5810,1,5810 LAS LILAS,ESTACION CENTRAL,7792180,1,3000,11938,0,3,37,0,0,4,44,0,0,10,0,0,550,100,0,0,125,665,0,0,1,125,665,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9873 6,SANTIAGO,BASICA,341374.95535,6296106.32844,PROVINCIAL PONIENTE,PACTO ANDINO,BASICA,ED BASICA,Estatales
1190,2218,9932 5,CHILDREN'S SCHOOL,,827,YELCHO,5490,1,5490 YELCHO,ESTACION CENTRAL,7414756,3,8000,1400,3,2,10,3,0,3,18,0,30,3,0,0,300,70,0,0,28,229,0,0,1,28,229,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9932 5,SANTIAGO,BASICA,340737.95646,6295130.25633,PROVINCIAL PONIENTE,CHILDREN'S SCHOOL,BASICA,ED BASICA,Particulares Subvencionados
1191,2219,24809 6,JUANITA FERNANDEZ SOLAR,,1512,ISLA DESOLACION,257,1,257 ISLA DESOLACION,PUDAHUEL,7496991,3,40000,3400,0,2,0,1,0,5,21,0,0,3,3,0,0,0,0,0,180,625,0,0,1,180,625,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24809 6,SANTIAGO,BASICA,336367.43913,6296578.42436,PROVINCIAL PONIENTE,JUANITA FERNANDEZ SOLAR,BASICA,ED BASICA,Particulares Subvencionados
1192,2220,12122 3,LISIEUX,,1340,LUCERO,9096,1,9096 LUCERO,PUDAHUEL,5576116,3,20000,4000,0,4,0,0,0,2,24,0,0,3,1,0,0,0,0,0,86,678,0,0,1,86,678,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12122 3,SANTIAGO,BASICA,336171.82213,6298004.75923,PROVINCIAL PONIENTE,LISIEUX,BASICA,ED BASICA,Particulares Subvencionados
1193,2221,10113 3,ELVIRA SANTA CRUZ,E,388,SAN PABLO,9184,1,9184 SAN PABLO,PUDAHUEL,6433479,1,3000,5540,8.36,2,0,0,0,4,30,0,42,5,0,3,600,60,0,0,79,685,0,0,1,79,685,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10113 3,SANTIAGO,BASICA,336005.44762,6298320.35208,PROVINCIAL PONIENTE,ELVIRA SANTA CRUZ,BASICA,ED BASICA,Estatales
1194,2222,10085 4,ESTADO DE FLORIDA,D,391,SERRANO,1384,1,1384 SERRANO,PUDAHUEL,6431964,1,0,3060,0,3,0,3,0,8,51,0,30,3,0,0,600,50,0,0,134,1055,0,0,1,134,1055,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10085 4,SANTIAGO,BASICA,335845.89297,6299344.2,PROVINCIAL PONIENTE,ESTADO DE FLORIDA,BASICA,ED BASICA,Estatales
1195,2223,10173 7,RIO CISNES,,1093,SAN DANIEL,9499,1,9499 SAN DANIEL,PUDAHUEL,6436454,3,0,0,0,2,0,3,0,3,17,0,0,0,0,0,120,80,0,0,25,280,0,0,1,25,280,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10173 7,SANTIAGO,BASICA,335752.12127,6299809.26167,PROVINCIAL PONIENTE,RIO CISNES,BASICA,ED BASICA,Particulares Subvencionados
1196,2224,10124 9,SAN DANIEL,F,393,SERRANO,1370,1,1370 SERRANO,PUDAHUEL,6431698,1,0,3870,0,2,0,0,0,4,29,0,19,1,0,0,600,50,0,0,95,556,0,0,1,95,556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10124 9,SANTIAGO,BASICA,335829.15744,6299293.21739,PROVINCIAL PONIENTE,SAN DANIEL,BASICA,ED BASICA,Estatales
1197,2225,10110 9,FRANCISCO OCHAGAVIA HURTADO,E,382,SAN PABLO,9176,1,9176 SAN PABLO,PUDAHUEL,6433531,1,3000,9600,0,2,0,0,0,4,31,0,23,4,0,6,625,60,0,0,74,551,0,0,1,74,551,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10110 9,SANTIAGO,BASICA,336021.19195,6298324.07571,PROVINCIAL PONIENTE,FRANCISCO OCHAGAVIA HURTADO,BASICA,ED BASICA,Estatales
1198,2226,10191 5,LA CIUDAD EDUCATIVA,,915,LO ESPEJO,832,1,832 LO ESPEJO,PUDAHUEL,6433948,3,3000,2000,4,2,0,2,0,1,11,0,15,0,0,5,400,80,0,0,0,180,0,0,1,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10191 5,SANTIAGO,BASICA,336300.45781,6298573.05,PROVINCIAL PONIENTE,LA CIUDAD EDUCATIVA,BASICA,ED BASICA,Particulares Subvencionados
1199,2227,10182 6,ELENA CONTRERAS,,912,SERGIO SAAVEDRA,9281,1,9281 SERGIO SAAVEDRA,PUDAHUEL,6433935,3,0,4000,0,3,0,0,0,2,21,0,0,3,1,0,80,100,0,0,60,365,0,0,1,60,365,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10182 6,SANTIAGO,BASICA,336083.05859,6299414.25,PROVINCIAL PONIENTE,ELENA CONTRERAS,BASICA,ED BASICA,Particulares Subvencionados
1200,2228,10150 8,JOSE MIGUEL CARRERA,,225,FEDERICO ERRAZURIZ,1135,1,1135 FEDERICO ERRAZURIZ,PUDAHUEL,6432203,3,3000,1003,5.17,3,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,485,0,0,1,0,485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10150 8,SANTIAGO,BASICA,336143.06788,6299007.33241,PROVINCIAL PONIENTE,JOSE MIGUEL CARRERA,BASICA,ED BASICA,Particulares Subvencionados
1201,2229,10080 3,TENIENTE HERNAN MERINO CORREA,D,376,COPIAPO,1272,1,1272 COPIAPO,PUDAHUEL,6432432,1,0,5580,0,3,0,0,0,5,33,0,0,0,0,0,600,100,0,0,80,556,0,0,1,80,556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10080 3,SANTIAGO,BASICA,336348.87757,6299347.7426,PROVINCIAL PONIENTE,TENIENTE HERNAN MERINO CORREA,BASICA,ED BASICA,Estatales
1202,2230,24412 0,FINLANDIA,,1382,CORONA SUECA,8852,1,8852 CORONA SUECA,PUDAHUEL,6435268,1,2000,0,0,4,0,1,0,7,55,0,0,2,0,0,1100,100,0,0,63,963,0,0,1,63,963,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24412 0,SANTIAGO,BASICA,336496.41085,6297832.00382,PROVINCIAL PONIENTE,FINLANDIA,BASICA,ED BASICA,Estatales
1203,2231,24889 4,MONSENOR ENRIQUE ALVEAR URRUTIA,,1546,LAGUNA SUR,8543,1,8543 LAGUNA SUR,PUDAHUEL,7485007,1,0,0,0,4,0,0,0,5,47,0,0,3,0,0,630,100,0,0,90,1170,0,0,1,90,1170,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24889 4,SANTIAGO,BASICA,336977.00397,6296412.98586,PROVINCIAL PONIENTE,MONSENOR ENRIQUE ALVEAR URRUTIA,BASICA,ED BASICA,Estatales
1204,2232,10077 3,CENTRO EDUCACIONAL PUDAHUEL,C,87,SAN PABLO,8560,1,8560 SAN PABLO,PUDAHUEL,6434855,1,4000,2809,0,7,0,7,0,6,60,0,490,0,0,0,550,100,0,47,0,0,719,143,1,0,0,862,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10077 3,SANTIAGO,MEDIA,337229.34307,6298114.20065,PROVINCIAL PONIENTE,CENTRO EDUCACIONAL PUDAHUEL,MEDIA,ED MEDIA,Estatales
1205,2233,10181 8,INDUSTRIAL PUDAHUEL,,,SAN PABLO,8857,1,8857 SAN PABLO,PUDAHUEL,6433308,3,15000,1560,8,3,0,1,0,1,21,0,0,0,0,0,0,0,0,2,0,0,311,78,1,0,0,389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10181 8,SANTIAGO,MEDIA,336751.06586,6298177.37869,PROVINCIAL PONIENTE,INDUSTRIAL PUDAHUEL,MEDIA,ED MEDIA,Particulares Subvencionados
1206,2234,24695 6,ANEXO DEL RBD 10157-5 (LICEO SAN PABLO),,,SAN PABLO,8568,1,8568 SAN PABLO,PUDAHUEL,6433228,3,1000,0,0,5,0,1,0,1,21,0,0,6,0,0,324,0,0,0,0,462,0,0,1,0,462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24695 6,SANTIAGO,BASICA,337221.9287,6298114.93079,PROVINCIAL PONIENTE,ANEXO DEL RBD 10157-5 (LICEO SAN PABLO),BASICA,ED BASICA,Particulares Subvencionados
1207,2235,10100 1,EL SALITRE,D,412,EL SALITRE,690,1,690 EL SALITRE,PUDAHUEL,6431639,2,0,0,0,2,0,0,0,4,46,0,0,1,0,0,1000,100,0,0,75,875,0,0,1,75,875,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10100 1,SANTIAGO,BASICA,337364.0791,6297690.40425,PROVINCIAL PONIENTE,EL SALITRE,BASICA,ED BASICA,Municipales
1208,2236,24808 8,ESCUELA BASICA PARTICULAR PUDAHUEL,,1356,SAN PABLO,8859,1,8859 SAN PABLO,PUDAHUEL,6433315,3,20000,5200,0,3,0,4,0,5,52,0,130,16,1,0,2000,60,0,0,270,1265,0,0,1,270,1265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24808 8,SANTIAGO,BASICA,336744.52471,6298179.76222,PROVINCIAL PONIENTE,ESCUELA BASICA PARTICULAR PUDAHUEL,BASICA,ED BASICA,Particulares Subvencionados
1209,2237,12242 4,PUDAHUEL,,1356,SAN PABLO,8843,1,8843 SAN PABLO,PUDAHUEL,6433315,3,15500,1200,6,2,0,1,0,2,19,0,0,16,1,0,2000,60,0,0,0,535,0,0,1,0,535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12242 4,SANTIAGO,BASICA,336793.04268,6298165.89819,PROVINCIAL PONIENTE,PUDAHUEL,BASICA,ED BASICA,Particulares Subvencionados
1210,2238,10078 1,MONSENOR MANUEL LARRAIN,D,375,HERALDICA,8921,1,8921 HERALDICA,PUDAHUEL,6433224,1,500,0,0,1,0,0,0,3,29,0,0,2,0,0,500,100,0,0,115,520,0,0,1,115,520,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10078 1,SANTIAGO,BASICA,336708.4238,6298819.99637,PROVINCIAL PONIENTE,MONSENOR MANUEL LARRAIN,BASICA,ED BASICA,Estatales
1211,2239,10152 4,ANDANTINO,,868,SAN LUIS,0,1,840 A SAN LUIS,PUDAHUEL,6433628,3,48000,0,0,2,0,2,0,2,21,0,0,6,0,0,0,0,0,0,81,366,0,0,1,81,366,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10152 4,SANTIAGO,BASICA,336883.65224,6298257.27219,PROVINCIAL PONIENTE,ANDANTINO,BASICA,ED BASICA,Particulares Subvencionados
1212,2240,10120 6,ALBERTO GALLEGUILOS JAQUE,,,SAN LUIS,876,1,876 SAN LUIS,PUDAHUEL,6433587,1,0,5000,0,3,0,1,0,3,34,0,0,0,0,0,0,0,0,33,0,0,0,862,1,0,203,659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10120 6,SANTIAGO,MEDIA,336889.23711,6298295.7,PROVINCIAL PONIENTE,ALBERTO GALLEGUILOS JAQUE,MEDIA,ED MEDIA,Estatales
1213,2241,24424 4,LA UNION,,1393,LO CASTILLO,8952,1,8952 LO CASTILLO,PUDAHUEL,6430299,3,1000,5000,0,1,0,1,0,1,16,0,0,0,0,0,300,100,0,0,36,206,0,0,1,36,206,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24424 4,SANTIAGO,BASICA,336729.51406,6299855.93913,PROVINCIAL PONIENTE,LA UNION,BASICA,ED BASICA,Particulares Subvencionados
1214,2242,10139 7,HELLEN RACHEL SCHOOL,,899,CARRERA,8699,1,8699 CARRERA,PUDAHUEL,6441010,3,0,1400,4,1,0,1,0,0,10,0,0,4,0,0,0,0,0,0,41,319,0,0,1,41,319,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10139 7,SANTIAGO,BASICA,337164.19571,6298280.57267,PROVINCIAL PONIENTE,HELLEN RACHEL SCHOOL,BASICA,ED BASICA,Particulares Subvencionados
1215,2243,11923 7,LICEO COMERCIAL SAN PABLO,,,SAN LUIS,1020,1,1020 SAN LUIS,PUDAHUEL,6432767,3,19650,5000,0,3,0,2,0,2,45,0,0,0,0,0,800,70,0,42,0,0,689,172,1,0,0,861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11923 7,SANTIAGO,MEDIA,336939.06274,6298607.81154,PROVINCIAL PONIENTE,LICEO COMERCIAL SAN PABLO,MEDIA,ED MEDIA,Particulares Subvencionados
1216,2244,24587 9,ANEXO LICEO SAN PABLO,,,LA ESTRELLA,1044,1,1044 LA ESTRELLA,PUDAHUEL,6434595,3,12650,0,0,4,0,3,0,5,48,0,612,0,0,0,630,0,0,53,0,1363,67,0,1,0,1363,67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24587 9,SANTIAGO,MEDIA,337119.22387,6298641.93966,PROVINCIAL PONIENTE,ANEXO LICEO SAN PABLO,MEDIA,ED MEDIA,Particulares Subvencionados
1217,2245,10167 2,HORIZONTE,,1058,LA ESTRELLA,1078,1,1078 LA ESTRELLA,PUDAHUEL,6441019,3,15000,1200,5,1,0,2,0,1,14,0,0,4,0,0,185,0,0,0,88,316,0,0,1,88,316,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10167 2,SANTIAGO,BASICA,337140.21191,6298727.70173,PROVINCIAL PONIENTE,HORIZONTE,BASICA,ED BASICA,Particulares Subvencionados
1218,2246,10187 7,MADRE A.EUGENIA,,978,LA ESTRELLA,1116,1,1116 LA ESTRELLA,PUDAHUEL,6432548,3,4000,0,0,3,0,2,0,5,34,0,127,3,0,0,0,0,0,0,90,757,0,0,1,90,757,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10187 7,SANTIAGO,BASICA,337189.48686,6298928.93984,PROVINCIAL PONIENTE,MADRE A.EUGENIA,BASICA,ED BASICA,Particulares Subvencionados
1219,2247,10157 5,LICEO SAN PABLO,,,SAN PABLO,8563,1,8563 SAN PABLO,PUDAHUEL,6433228,3,1000,0,0,5,0,3,0,4,57,0,18,6,0,0,1500,0,0,0,360,1247,0,0,1,360,1247,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10157 5,SANTIAGO,BASICA,337227.14652,6298114.41696,PROVINCIAL PONIENTE,LICEO SAN PABLO,BASICA,ED BASICA,Particulares Subvencionados
1220,2248,10081 1,ESTRELLA DE CHILE,D,378,SAN FRANCISCO,8550,1,8550 SAN FRANCISCO,PUDAHUEL,6432563,1,0,10000,0,4,0,0,0,5,48,0,0,2,0,0,960,100,0,0,150,1084,0,0,1,150,1084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10081 1,SANTIAGO,BASICA,337569.99025,6298986.78299,PROVINCIAL PONIENTE,ESTRELLA DE CHILE,BASICA,ED BASICA,Estatales
1221,2249,10104 4,SIN NOMBRE,D,415,LOS EDILES,664,1,664 LOS EDILES,PUDAHUEL,6431019,1,0,5000,0,2,0,0,0,4,28,0,0,7,2,10,500,100,0,0,72,700,0,0,1,72,700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10104 4,SANTIAGO,BASICA,337900.44515,6297529.81882,PROVINCIAL PONIENTE,SIN NOMBRE,BASICA,ED BASICA,Estatales
1222,2250,10123 0,MELVYN JONES,F,392,TTE CRUZ,900,1,900 TTE CRUZ,PUDAHUEL,6434111,1,0,10000,0,2,0,0,0,5,34,0,0,1,1,0,700,100,0,0,84,573,0,0,1,84,573,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10123 0,SANTIAGO,BASICA,338274.95291,6298397.87781,PROVINCIAL PONIENTE,MELVYN JONES,BASICA,ED BASICA,Estatales
1223,2251,10090 0,ALEXANDER GRAHAM BELL,D,402,MAR CARIBE,1192,1,1192 MAR CARIBE,PUDAHUEL,6431697,1,0,5700,0,1,0,1,0,4,30,0,0,4,0,0,800,100,0,0,77,651,0,0,1,77,651,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10090 0,SANTIAGO,BASICA,338177.1726,6299385.28239,PROVINCIAL PONIENTE,ALEXANDER GRAHAM BELL,BASICA,ED BASICA,Estatales
1224,2252,10128 1,ESCUELA DE ADULTOS,F,425,TTE CRUZ,1069,1,1069 TTE CRUZ,LO PRADO,6432994,2,0,3534,0,2,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,265,1,0,127,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10128 1,SANTIAGO,MEDIA,338241.80605,6298893.0821,PROVINCIAL PONIENTE,ESCUELA DE ADULTOS,MEDIA,ED MEDIA,Municipales
1225,2253,10095 1,IGNACIO CARRERA PINTO,D,408,NICARAGUA,8131,1,8131 NICARAGUA,LO PRADO,6432999,2,0,6120,0,3,0,0,0,3,23,0,14,3,0,6,500,80,0,0,86,371,0,0,1,86,371,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10095 1,SANTIAGO,BASICA,338390.16897,6298912.16432,PROVINCIAL PONIENTE,IGNACIO CARRERA PINTO,BASICA,ED BASICA,Municipales
1226,2254,24854 1,ANEXO ESCUELA VILLA LOURDES,,1025,GABRIELA MISTRAL,141,1,141 GABRIELA MISTRAL,LO PRADO,6447490,3,44000,0,0,2,0,2,0,2,21,0,15,5,4,0,0,0,0,0,0,372,0,0,1,0,372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24854 1,SANTIAGO,BASICA,338544.44884,6297256.47382,PROVINCIAL PONIENTE,ANEXO ESCUELA VILLA LOURDES,BASICA,ED BASICA,Particulares Subvencionados
1227,2255,10119 2,POETA VICENTA HUIDOBRO,E,420,MILTON ROSSEL,7191,1,7191 MILTON ROSSEL,LO PRADO,6430128,1,300,7200,0,3,0,0,0,5,36,0,18,5,4,0,500,70,0,0,90,399,0,0,1,90,399,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10119 2,SANTIAGO,BASICA,338859.71292,6297336.89827,PROVINCIAL PONIENTE,POETA VICENTA HUIDOBRO,BASICA,ED BASICA,Estatales
1228,2256,10171 0,VILLA LOURDES,,1025,LAGO URON,148,1,148 LAGO URON,LO PRADO,6430128,3,44000,0,0,1,0,2,0,1,6,0,0,5,4,0,0,0,0,0,60,0,0,0,1,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10171 0,SANTIAGO,PREBASICA,338810.42578,6297235.125,PROVINCIAL PONIENTE,VILLA LOURDES,PREBASICA,ED PREBASICA,Particulares Subvencionados
1229,2257,10160 5,BIENVENIDO AUBA UGALDE,,910,LAS TORRES,465,1,465 LAS TORRES,LO PRADO,7780418,3,15000,5000,0,3,0,8,0,5,38,0,54,11,7,8,800,20,0,0,170,900,0,0,1,170,900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10160 5,SANTIAGO,BASICA,339170.86157,6297601.46427,PROVINCIAL PONIENTE,BIENVENIDO AUBA UGALDE,BASICA,ED BASICA,Particulares Subvencionados
1230,2258,10091 9,PROFESORA GLADYS VALENZUELA,D,403,GRAL JUAN BUENDIA,513,1,513 GRAL JUAN BUENDIA,LO PRADO,7796316,1,0,12500,0,4,0,1,0,5,60,0,75,2,2,2,750,0,0,0,155,1300,0,0,1,155,1300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10091 9,SANTIAGO,BASICA,339557.56016,6297831.67677,PROVINCIAL PONIENTE,PROFESORA GLADYS VALENZUELA,BASICA,ED BASICA,Estatales
