FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
988,13-806,SAPU-La Feria,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Uno Oriente 3939 Pedro Aguirre Cerda,-70.6759677742,-33.4897460079,113806
989,13-807,SAPU-Padre Esteban Gumucio,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13111,La Granja,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Padre Esteban Gumucio 281 La Granja,-70.6237889023,-33.5197036644,113807
990,13-808,SAPU-Clara Estrella,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Pasaje,24 S/N Lo Espejo,-70.6762921177,-33.5149439526,113808
991,13-809,SAPU-Julio Acuña Pinzón,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Central  8260 Lo Espejo,-70.6972548231,-33.5221781703,113809
992,13-810,SAPU-Valledor Tres,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,José María Caro  3849 Lo Espejo,-70.6930244347,-33.5084146296,113810
993,13-812,SAPU-Dr. Carlos Lorca,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Pasaje,El Pajar 10675 El Bosque,-70.6695019573,-33.5594920814,113812
994,13-813,SAPU-Raúl Cuevas (Ex-San Bernardo),13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,San Alfonso  1201 San Bernardo,-70.7151583865,-33.5972737764,113813
995,13-814,SAPU-Cóndores de Chile,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Gran Avenida 9902 El Bosque,-70.6719848295,-33.5506906036,113814
996,13-815,SAPU-Confraternidad,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Martín de Solís  14210 San Bernardo,-70.6828567217,-33.5896607388,113815
997,13-818,SAPU-Paine,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13404,Paine,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,José Joaquín Prieto  118 Paine,-70.7452044921,-33.8132731943,113818
998,13-820,SAPU-Dra. Mariela Salgado,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Cardenal Caro  3849 Lo Espejo,-70.6930244347,-33.5084146296,113820
999,13-822,SAPU-Santa Teresa de Los Andes,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Gustavo Campaña 5380 San Joaquín,-70.6244409093,-33.5062709489,113822
1000,13-823,SAPU-Laura Vicuña,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Lo Martínez  862 El Bosque,-70.6672328581,-33.5723430186,113823
1001,13-826,SAPU-Eduardo Frei Montalva,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Ossa  140 La Cisterna,-70.6624371095,-33.5391278399,113826
1002,13-828,SAPU-Padre Joan Alsina,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Márquez de la Plata  5 San Bernardo,-70.6977513328,-33.614133341,113828
1003,13-829,SAPU-Carol Urzúa de San Bernardo,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Mendoza  855 San Bernardo,-70.703669504,-33.5758082418,113829
1004,13-830,SAPU-Raúl Brañes F.,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Carlos Condell  1036 San Bernardo,-70.680359627,-33.5986602869,113830
1005,13-831,SAPU-Edgardo Enríquez Froedden,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Clotario Blest  2650 Pedro Aguirre Cerda,-70.6692982041,-33.4801537047,113831
1006,13-832,SAPU-Juan Pablo II,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Santa Marta 277 San Bernardo,-70.6921499005,-33.5847563244,113832
1007,13-890,SAPU-Buin,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13402,Buin,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Errázuriz  703 Buin,-70.7412500003,-33.7378399998,113890
1008,13-910,SAPU-Santa Laura,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Picton 1050 El Bosque,-70.6841791388,-33.5460691673,200010
1009,13-911,SAPU-San Joaquín,13,Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Francisca de Rimini 3223 San Joaquín,-70.6235390807,-33.4867768922,200011
1010,14-011,PRAIS (S.S Metropolitano Sur Oriente),13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Programa de Reparacion y Atencion Integral de Salud,S/C,Servicio de Salud,No Aplica,Avenida,Concha y Toro 3459 Puente Alto,-70.581781,-33.5772510009,114011
1011,14-150,CRS-San Rafael,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Centro de Referencia de Salud,S/C,Servicio de Salud,Secundario,Avenida,El Parque S/N La Florida,-70.5981054486,-33.5142025896,114150
1012,14-161,Centro Metropolitano de Sangre y Tejidos,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13123,Providencia,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Servicio de Salud,Secundario,Avenida,Vitacura 115 Providencia,-70.6050239614,-33.4188897603,114161
1013,14-301,CGU- Dr. Alejandro del Río,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Gandarillas 105 Puente Alto,-70.5784517536,-33.6071584427,114301
1014,14-302,CESFAM-Los Castaños,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Diagonal Los Castaños  5820 La Florida,-70.5779771557,-33.5114448075,114302
1015,14-303,CESFAM-Bellavista,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Froilan Roa 6420 La Florida,-70.6022180684,-33.5185633412,114303
1016,14-304,CESFAM-Villa O'Higgins,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Santa Julia  870 La Florida,-70.6042169968,-33.5312355463,114304
1017,14-305,CESFAM-Los Quillayes,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Julio César  10905 La Florida,-70.605729849,-33.5604754888,114305
1018,14-306,CESFAM-La Granja,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,San Gregorio  28 La Granja,-70.6336677534,-33.5369949699,114306
1019,14-307,CESFAM-La Bandera,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Vicuña Mackenna  1758 San Ramón,-70.6443818009,-33.5456638822,114307
1020,14-308,CESFAM-San Rafael (La Pintana),13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Porto Alegre  12577 La Pintana,-70.6393808374,-33.579655023,114308
1021,14-309,CESFAM-Pablo de Rokha,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Pedro Prado  12221 La Pintana,-70.6492191692,-33.5766024076,114309
1022,14-310,CESFAM-Dr. José Manuel Balmaceda,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Avenida,Ramón Subercaseaux  87 Pirque,-70.572476801,-33.635077368,114310
1023,14-311,CESFAM-Santiago de Nueva Extremadura,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Juanita  13558 La Pintana,-70.6187603103,-33.5889552058,114311
1024,14-312,CESFAM-San Gerónimo,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,San Pedro 1203 Puente Alto,-70.5883867547,-33.6235267557,114312
1025,14-313,CESFAM-Vista Hermosa,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Los Pinos  275 Puente Alto,-70.5210385864,-33.6110703838,114313
1026,14-314,CGU- San Ramón,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Uruguay 8522 San Ramón,-70.6407375062,-33.5380410497,114314
1027,14-315,CESFAM-Malaquías Concha,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Linares 585 La Granja,-70.6212984765,-33.5274582952,114315
1028,14-316,CESFAM-Dr. Fernando Maffioletti,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Central 301 La Florida,-70.5785269172,-33.5600374271,114316
1029,14-317,CESFAM-Santo Tomás,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Santo Tomás  987 La Pintana,-70.6164908255,-33.5568411263,114317
1030,14-318,CESFAM-Flor Fernández,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Ciudad de México  1503 La Pintana,-70.6362571964,-33.585495097,114318
1031,14-319,CESFAM-El Roble,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Observatorio  1777 La Pintana,-70.6475346879,-33.5638728268,114319
1032,14-320,CESFAM-Bernardo Leighton,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Miguel Ángel  1929 Puente Alto,-70.6043833434,-33.5842760236,114320
1033,14-321,CESFAM-Cardenal Silva Henríquez de Puente Alto,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,San Pedro  3345 Puente Alto,-70.6163780385,-33.6281661042,114321
1034,14-322,CESFAM-Padre Manuel Villaseca,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Luis Matte Larraín  2312 Puente Alto,-70.5562845176,-33.5841459462,114322
1035,14-323,CESFAM-Madre Teresa de Calcuta (Organizaciones sin fines de lucro y ONG),13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Otra Institución,Primario,Avenida,Circunvalación  1815 Puente Alto,-70.5526833257,-33.6143315944,114323
1036,14-324,CESFAM-Santa Amalia,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Santa Amalia  202 La Florida,-70.5928190779,-33.5435180165,114324
1037,14-325,CESFAM-Granja Sur,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Sofía Eastman 10009 La Granja,-70.6293816223,-33.5516195596,114325
1038,14-326,CESFAM-Karol Wojtyla,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Curaco de Vélez 4110 Puente Alto,-70.6257585892,-33.6259660541,114326
1039,14-327,CESFAM-Juan Pablo II,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio General Urbano,S/C,Otra Institución,Primario,Avenida,La Primavera 2870 La Pintana,-70.6216980743,-33.5954311304,114327
1040,14-328,CESFAM-Poetisa Gabriela Mistral,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Aurora de Chile  9872 San Ramón,-70.6408214434,-33.5515970092,114328
1041,14-329,CESFAM-San Alberto Hurtado,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Otra Institución,Primario,Avenida,San Carlos  1693 Puente Alto,-70.5565350473,-33.5966299617,114329
1042,14-330,CESFAM-Trinidad,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Calle,Uno  10021 La Florida,-70.6086196742,-33.5472105599,114330
1043,14-331,CESFAM-La Florida,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,La Florida  6015 La Florida,-70.5856124972,-33.5145276343,114331
1044,14-332,CESFAM-Laurita Vicuña,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Ejército Libertador 2433 Puente Alto,-70.5952805129,-33.5911491404,114332
1045,14-333,CGR-El Principal,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,La Alameda 113 Pirque,-70.5532787638,-33.7206837347,114333
1046,14-334,CESFAM-José Alvo,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Bacteriológico 10817 La Florida,-70.5820121938,-33.5571778041,114334
1047,14-606,COSAM- La Bandera,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,La Bandera  9696 San Ramón,-70.6458540938,-33.5496136632,114606
1048,14-607,COSAM- La Rinconada,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Rinconada  8460 San Ramón,-70.6408142409,-33.5366652353,114607
1049,14-608,COSAM- La Granja,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Angol  8363 La Granja,-70.6147700159,-33.5381588338,114608
1050,14-609,COSAM- La Pintana,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Patagonia  12834 La Pintana,-70.6340791586,-33.5832829776,114609
1051,14-610,COSAM- La Florida,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Diagonal La Florida 5820 La Florida,-70.5753924613,-33.553972477,114610
1052,14-611,COSAM- Puente Alto,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio de Salud Mental,S/C,Otra Institución,Secundario,Calle,Tocornal  152 Puente Alto,-70.5760978915,-33.6137651308,114611
1053,14-612,COSAM- Pirque,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Camino las Rozas S/N Pirque,-70.532281591,-33.672074355,114612
1054,14-613,COSAM- CEIF Puente Alto,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Tocornal 70 Puente Alto,-70.5753818434,-33.6160614386,114613
1055,14-706,CECOF-Millalemu,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,"Tricolor, Población Millalemu 805 La Granja",-70.6131714452,-33.5458133889,114706
1056,14-714,CECOF-Modelo,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Alvear  6543 San Ramón,-70.642715912,-33.5199227948,114714
1057,14-796,CECOF-San Gregorio,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Angol  8363 La Granja,-70.6146091299,-33.538089508,114796
1058,14-801,SAPU-Dr. Alejandro del Río,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Gandarillas  105 Puente Alto,-70.5784517536,-33.6071584427,114801
1059,14-802,SAPU-Los Castaños,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Diagonal Los Castaños  5820 La Florida,-70.5779771557,-33.5114448075,114802
1060,14-804,SAPU-Villa O'Higgins,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Santa Julia  870 La Florida,-70.6042169968,-33.5312355463,114804
1061,14-805,SAPU-Los Quillayes,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Julio César  10905 La Florida,-70.605729849,-33.5604754888,114805
1062,14-806,SAPU-La Granja,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,San Gregorio 28 La Granja,-70.6336677534,-33.5369949699,114806
1063,14-807,SAPU-La Bandera,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Vicuña Mackenna  1758 San Ramón,-70.6443818009,-33.5456638822,114807
1064,14-808,SAPU-San Rafael,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Porto Alegre 12577 La Pintana,-70.6393808374,-33.579655023,114808
1065,14-809,SAPU-Pablo de Rokha,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Pedro Prado 12221 La Pintana,-70.6492191692,-33.5766024076,114809
1066,14-811,SAPU-Santiago de Nueva Extremadura,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Juanita 13558 La Pintana,-70.6187603103,-33.5889552058,114811
1067,14-812,SAPU-San Gerónimo,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,San Pedro  1203 Puente Alto,-70.5883867547,-33.6235267557,114812
1068,14-814,SAPU-San Ramón,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Uruguay 1760 San Ramón,-70.6407375062,-33.5380410497,114814
1069,14-816,SAPU-Dr. Fernando Maffioletti,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Central  301 La Florida,-70.5785269172,-33.5600374271,114816
1070,14-817,SAPU-Santo Tomás,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Santo Tomás  987 La Pintana,-70.6164908255,-33.5568411263,114817
1071,14-819,SAPU-El Roble,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Observatorio  1777 La Pintana,-70.6475346879,-33.5638728268,114819
1072,14-820,SAPU-Bernardo Leighton,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Miguel Ángel  1929 Puente Alto,-70.6043833434,-33.5842760236,114820
1073,14-821,SAPU-Cardenal Silva Henríquez de Puente Alto,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Estación El Canelo  3345 Puente Alto,-70.6163780385,-33.6281661042,114821
1074,14-822,SAPU-Padre Manuel Villaseca,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia de Alta Resolutividad,S/C,Municipal,Primario,Calle,Luis Matte Larraín  2312 Puente Alto,-70.5562845176,-33.5841459462,114822
1075,14-824,SAPU-Santa Amalia,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Santa Amalia 202 La Florida,-70.5928190779,-33.5435180165,114824
1076,14-825,SAPU-Granja Sur,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Sofía Eastman 10036 La Granja,-70.6293816223,-33.5516195596,114825
1077,14-826,SAPU-Karol Wojtyla,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Curaco de Vélez 4110 Puente Alto,-70.6257585892,-33.6259660541,114826
1078,14-828,SAPU-Poetisa Gabriela Mistral,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Aurora de Chile  9872 San Ramón,-70.6408214434,-33.5515970092,114828
1079,14-831,SAPU-La Florida,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,La Florida  6015 La Florida,-70.5856124972,-33.5145276343,114831
1080,14-900,SAPU-José Alvo,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Bacteriológico 10817 La Florida,-70.5820121938,-33.5571778041,200144
1081,14-951,SAPU-Trinidad,13,Metropolitana de Santiago,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Uno  10021 La Florida,-70.6086196742,-33.5472105599,200051
1082,15-011,PRAIS (S.S Del Libertador Bernardo O'Higgins),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Programa de Reparacion y Atencion Integral de Salud,S/C,Servicio de Salud,No Aplica,Calle,Alameda 609 Rancagua,-70.7408450918,-34.1643391668,115011
1083,15-300,CESFAM-Enrique Dintrans (N° 1),6,Del Libertador Gral. B. O'Higgins,15,Servicio de Salud Del Libertador B.O'Higgins,6101,Rancagua,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Provincial Irene Frei S/N Rancagua,-70.7641650015,-34.1668120365,115300
